Date,IT Department,Cost Element,Country,Actual
1/05/2020,Process Management,Supplies,USA,315
1/05/2020,Process Management,Taxes,USA,97
1/05/2020,Process Management,Training,USA,"1,119"
1/05/2020,Productivity,Amortization,France,72
1/05/2020,Productivity,Amortization,Italy,"1,785"
1/05/2020,Productivity,CAPEX,United Kingdom,41
1/05/2020,Productivity,Depreciation,Austria,371
1/05/2020,Productivity,Depreciation,Belgium,310
1/05/2020,Productivity,Depreciation,Canada,1
1/05/2020,Productivity,Depreciation,France,"3,291"
1/05/2020,Productivity,Depreciation,Germany,"4,826"
1/05/2020,Productivity,Depreciation,Ireland,"4,520"
1/05/2020,Productivity,Depreciation,Italy,"17,218"
1/05/2020,Productivity,Depreciation,Netherlands,309
1/05/2020,Productivity,Depreciation,Spain,"2,222"
1/05/2020,Productivity,Depreciation,Switzerland,436
1/05/2020,Productivity,Depreciation,United Kingdom,144
1/05/2020,Productivity,Depreciation,USA,194
1/05/2020,Productivity,Employee Performance,USA,34
1/05/2020,Productivity,External Labor,Austria,"5,587"
1/05/2020,Productivity,External Labor,Belgium,-567
1/05/2020,Productivity,External Labor,Canada,"4,974"
1/05/2020,Productivity,External Labor,France,"66,694"
1/05/2020,Productivity,External Labor,Germany,"14,850"
1/05/2020,Productivity,External Labor,Ireland,"-12,842"
1/05/2020,Productivity,External Labor,Italy,"20,894"
1/05/2020,Productivity,External Labor,Netherlands,"1,659"
1/05/2020,Productivity,External Labor,Spain,"51,632"
1/05/2020,Productivity,External Labor,Switzerland,"1,434"
1/05/2020,Productivity,External Labor,United Kingdom,"-135,877"
1/05/2020,Productivity,External Labor,USA,"541,195"
1/05/2020,Productivity,Hardware,Austria,"-22,363"
1/05/2020,Productivity,Hardware,Belgium,"1,416"
1/05/2020,Productivity,Hardware,Canada,520
1/05/2020,Productivity,Hardware,France,"18,588"
1/05/2020,Productivity,Hardware,Germany,"40,603"
1/05/2020,Productivity,Hardware,Ireland,"1,850"
1/05/2020,Productivity,Hardware,Netherlands,"2,329"
1/05/2020,Productivity,Hardware,Spain,"29,674"
1/05/2020,Productivity,Hardware,Switzerland,"5,268"
1/05/2020,Productivity,Hardware,United Kingdom,"-10,425"
1/05/2020,Productivity,Hardware,USA,"444,439"
1/05/2020,Productivity,Hardware Maintenance,Austria,163
1/05/2020,Productivity,Hardware Maintenance,Belgium,-12
1/05/2020,Productivity,Hardware Maintenance,France,"26,399"
1/05/2020,Productivity,Hardware Maintenance,Italy,89
1/05/2020,Productivity,Hardware Maintenance,Spain,"6,289"
1/05/2020,Productivity,Hardware Maintenance,Switzerland,"3,678"
1/05/2020,Productivity,Hardware Maintenance,United Kingdom,581
1/05/2020,Productivity,Hardware Maintenance,USA,53
1/05/2020,Productivity,Inbound Allocations,Germany,"-1,628"
1/05/2020,Productivity,Inbound Allocations,Spain,"1,495"
1/05/2020,Productivity,Inbound Allocations,United Kingdom,84
1/05/2020,Productivity,Internal Labor,Austria,253
1/05/2020,Productivity,Internal Labor,Belgium,"3,937"
1/05/2020,Productivity,Internal Labor,France,"10,685"
1/05/2020,Productivity,Internal Labor,Germany,"9,902"
1/05/2020,Productivity,Internal Labor,Italy,"7,284"
1/05/2020,Productivity,Internal Labor,Spain,"2,707"
1/05/2020,Productivity,Internal Labor,Switzerland,"6,731"
1/05/2020,Productivity,Internal Labor,United Kingdom,"16,227"
1/05/2020,Productivity,Internal Labor,USA,"52,157"
1/05/2020,Productivity,Other,Belgium,16
1/05/2020,Productivity,Other,Canada,"8,515"
1/05/2020,Productivity,Other,Italy,15
1/05/2020,Productivity,Other,Switzerland,"3,029"
1/05/2020,Productivity,Other,United Kingdom,661
1/05/2020,Productivity,Other,USA,"15,777"
1/05/2020,Productivity,Outbound Allocations,United Kingdom,"4,456"
1/05/2020,Productivity,Project Expenses,United Kingdom,"7,322"
1/05/2020,Productivity,Severance,Austria,18
1/05/2020,Productivity,Severance,Italy,397
1/05/2020,Productivity,Software,Belgium,541
1/05/2020,Productivity,Software,France,"3,315"
1/05/2020,Productivity,Software,United Kingdom,"3,311"
1/05/2020,Productivity,Software,USA,"3,125"
1/05/2020,Productivity,Software Maintenance,Belgium,37
1/05/2020,Productivity,Software Maintenance,Italy,707
1/05/2020,Productivity,Software Maintenance,USA,"428,400"
1/05/2020,Productivity,Supplies,Belgium,"3,763"
1/05/2020,Productivity,Supplies,Canada,"2,338"
1/05/2020,Productivity,Supplies,Germany,867
1/05/2020,Productivity,Supplies,Ireland,"31,453"
1/05/2020,Productivity,Supplies,Italy,256
1/05/2020,Productivity,Supplies,Switzerland,"1,961"
1/05/2020,Productivity,Supplies,United Kingdom,11
1/05/2020,Productivity,Supplies,USA,215
1/05/2020,Productivity,Taxes,USA,149
1/05/2020,Productivity,Telecomm,Belgium,"3,257"
1/05/2020,Productivity,Telecomm,France,"10,284"
1/05/2020,Productivity,Telecomm,Germany,"57,914"
1/05/2020,Productivity,Telecomm,Italy,"9,832"
1/05/2020,Productivity,Telecomm,Netherlands,771
1/05/2020,Productivity,Telecomm,Spain,"27,017"
1/05/2020,Productivity,Telecomm,Switzerland,"5,980"
1/05/2020,Productivity,Telecomm,United Kingdom,"6,996"
1/05/2020,Productivity,Training,Germany,"1,328"
1/05/2020,Productivity,Travel,Belgium,18
1/05/2020,Productivity,Travel,France,31
1/05/2020,Productivity,Travel,Italy,262
1/05/2020,Productivity,Travel,Switzerland,481
1/05/2020,Productivity,Travel,United Kingdom,681
1/05/2020,Productivity,Travel,USA,766
1/05/2020,Productivity,Vehicles,Belgium,780
1/05/2020,Productivity,Vehicles,Spain,82
1/05/2020,Productivity,Vehicles,United Kingdom,467
1/05/2020,Productivity,Vehicles,USA,4
1/05/2020,Quality & Compliance,Employee Performance,USA,27
1/05/2020,Quality & Compliance,External Labor,USA,"102,220"
1/05/2020,Quality & Compliance,Hardware,USA,656
1/05/2020,Quality & Compliance,Internal Labor,USA,"119,901"
1/05/2020,Quality & Compliance,Other,USA,28
1/05/2020,Quality & Compliance,Software,USA,43
1/05/2020,Quality & Compliance,Supplies,USA,54
1/05/2020,Quality & Compliance,Taxes,USA,5
1/05/2020,Quality & Compliance,Travel,USA,477
1/05/2020,R&D,Depreciation,Spain,629
1/05/2020,R&D,Depreciation,United Kingdom,"1,968"
1/05/2020,R&D,Employee Performance,USA,829
1/05/2020,R&D,External Labor,United Kingdom,"43,342"
1/05/2020,R&D,External Labor,USA,"35,563"
1/05/2020,R&D,Hardware,USA,"1,075"
1/05/2020,R&D,Inbound Allocations,Spain,"1,375"
1/05/2020,R&D,Inbound Allocations,United Kingdom,228
1/05/2020,R&D,Internal Labor,Spain,"10,357"
1/05/2020,R&D,Internal Labor,United Kingdom,"16,886"
1/05/2020,R&D,Internal Labor,USA,"183,664"
1/05/2020,R&D,Moving,United Kingdom,"-32,071"
1/05/2020,R&D,Other,Spain,36
1/05/2020,R&D,Other,United Kingdom,131
1/05/2020,R&D,Other,USA,"8,226"
1/05/2020,R&D,Outbound Allocations,Spain,"5,494"
1/05/2020,R&D,Outbound Allocations,United Kingdom,"4,795"
1/05/2020,R&D,Software,USA,"18,391"
1/05/2020,R&D,Software Maintenance,USA,"2,639"
1/05/2020,R&D,Supplies,USA,345
1/05/2020,R&D,Taxes,USA,"1,501"
1/05/2020,R&D,Training,USA,"1,835"
1/05/2020,R&D,Travel,Spain,"2,552"
1/05/2020,R&D,Travel,United Kingdom,"5,204"
1/05/2020,R&D,Travel,USA,"3,138"
1/05/2020,R&D,Vehicles,United Kingdom,2
1/05/2020,R1,Depreciation,Austria,9
1/05/2020,R1,Depreciation,Belgium,4
1/05/2020,R1,External Labor,Belgium,"42,304"
1/05/2020,R1,External Labor,Germany,"3,048"
1/05/2020,R1,External Labor,United Kingdom,"3,173"
1/05/2020,R1,Hardware,Canada,78
1/05/2020,R1,Internal Labor,Austria,"3,724"
1/05/2020,R1,Internal Labor,Belgium,"19,591"
1/05/2020,R1,Internal Labor,Canada,"11,305"
1/05/2020,R1,Internal Labor,Germany,747
1/05/2020,R1,Internal Labor,Italy,41
1/05/2020,R1,Internal Labor,Spain,"2,560"
1/05/2020,R1,Other,Austria,34
1/05/2020,R1,Other,Belgium,62
1/05/2020,R1,Other,Canada,14
1/05/2020,R1,Other,Italy,4
1/05/2020,R1,Recognition,Austria,43
1/05/2020,R1,Severance,Austria,35
1/05/2020,R1,Software Maintenance,Belgium,"-1,422"
1/05/2020,R1,Telecomm,Austria,19
1/05/2020,R1,Telecomm,Belgium,128
1/05/2020,R1,Telecomm,Canada,"1,040"
1/05/2020,R1,Telecomm,Italy,216
1/05/2020,R1,Travel,Belgium,36
1/05/2020,R1,Travel,Canada,"1,999"
1/05/2020,R1,Travel,Germany,289
1/05/2020,R1,Travel,Spain,126
1/05/2020,R1,Vehicles,Belgium,"1,284"
1/05/2020,R2,Amortization,United Kingdom,"36,586"
1/05/2020,R2,Amortization,USA,"1,921,968"
1/05/2020,R2,CAPEX,USA,"23,513"
1/05/2020,R2,Depreciation,Brazil,"10,728"
1/05/2020,R2,Depreciation,Mexico,2
1/05/2020,R2,Depreciation,United Kingdom,162
1/05/2020,R2,Depreciation,USA,"89,153"
1/05/2020,R2,Employee Performance,USA,546
1/05/2020,R2,External Labor,Brazil,"23,423"
1/05/2020,R2,External Labor,France,"7,451"
1/05/2020,R2,External Labor,Mexico,"2,103"
1/05/2020,R2,External Labor,United Kingdom,"48,792"
1/05/2020,R2,External Labor,USA,"831,970"
1/05/2020,R2,Hardware,USA,"37,756"
1/05/2020,R2,Hardware Maintenance,Brazil,"1,069"
1/05/2020,R2,Hardware Maintenance,Italy,"7,156"
1/05/2020,R2,Hardware Maintenance,USA,119
1/05/2020,R2,Inbound Allocations,Brazil,334
1/05/2020,R2,Inbound Allocations,Spain,"1,495"
1/05/2020,R2,Internal Labor,Belgium,"4,891"
1/05/2020,R2,Internal Labor,Brazil,"14,287"
1/05/2020,R2,Internal Labor,Germany,"1,848"
1/05/2020,R2,Internal Labor,Italy,"2,562"
1/05/2020,R2,Internal Labor,Spain,"5,561"
1/05/2020,R2,Internal Labor,Switzerland,"7,340"
1/05/2020,R2,Internal Labor,United Kingdom,"81,162"
1/05/2020,R2,Internal Labor,USA,"329,611"
1/05/2020,R2,Moving,USA,"3,131"
1/05/2020,R2,Other,Belgium,37
1/05/2020,R2,Other,Brazil,"2,371"
1/05/2020,R2,Other,United Kingdom,661
1/05/2020,R2,Other,USA,"-1,738"
1/05/2020,R2,Project Expenses,USA,"119,396"
1/05/2020,R2,Recognition,USA,242
1/05/2020,R2,Severance,Brazil,846
1/05/2020,R2,Severance,Italy,161
1/05/2020,R2,Software,United Kingdom,"61,508"
1/05/2020,R2,Software,USA,"257,147"
1/05/2020,R2,Software Maintenance,France,"8,038"
1/05/2020,R2,Software Maintenance,United Kingdom,"4,058"
1/05/2020,R2,Software Maintenance,USA,"33,834"
1/05/2020,R2,Supplies,Brazil,"1,017"
1/05/2020,R2,Supplies,Spain,8
1/05/2020,R2,Supplies,United Kingdom,2
1/05/2020,R2,Supplies,USA,580
1/05/2020,R2,Taxes,USA,"5,522"
1/05/2020,R2,Telecomm,Brazil,273
1/05/2020,R2,Telecomm,Switzerland,17
1/05/2020,R2,Telecomm,United Kingdom,931
1/05/2020,R2,Training,Brazil,-125
1/05/2020,R2,Training,United Kingdom,4
1/05/2020,R2,Training,USA,733
1/05/2020,R2,Travel,Belgium,178
1/05/2020,R2,Travel,Italy,364
1/05/2020,R2,Travel,Spain,232
1/05/2020,R2,Travel,Switzerland,182
1/05/2020,R2,Travel,United Kingdom,"13,943"
1/05/2020,R2,Travel,USA,"20,478"
1/05/2020,R2,Vehicles,United Kingdom,513
1/05/2020,R3,Amortization,USA,"431,064"
1/05/2020,R3,Depreciation,USA,"3,562"
1/05/2020,R3,External Labor,United Kingdom,"8,040"
1/05/2020,R3,External Labor,USA,"407,790"
1/05/2020,R3,Hardware,USA,14
1/05/2020,R3,Internal Labor,Belgium,"5,891"
1/05/2020,R3,Internal Labor,France,"7,309"
1/05/2020,R3,Internal Labor,Germany,"9,332"
1/05/2020,R3,Internal Labor,Spain,"10,701"
1/05/2020,R3,Internal Labor,Switzerland,"1,088"
1/05/2020,R3,Internal Labor,United Kingdom,"50,600"
1/05/2020,R3,Internal Labor,USA,"35,445"
1/05/2020,R3,Other,Belgium,22
1/05/2020,R3,Other,United Kingdom,"1,848"
1/05/2020,R3,Other,USA,656
1/05/2020,R3,Software,United Kingdom,"43,877"
1/05/2020,R3,Software,USA,"91,826"
1/05/2020,R3,Software Maintenance,USA,"73,147"
1/05/2020,R3,Taxes,USA,88
1/05/2020,R3,Telecomm,United Kingdom,281
1/05/2020,R3,Training,United Kingdom,"1,925"
1/05/2020,R3,Training,USA,56
1/05/2020,R3,Travel,Belgium,18
1/05/2020,R3,Travel,Germany,245
1/05/2020,R3,Travel,United Kingdom,"10,070"
1/05/2020,R3,Travel,USA,"2,734"
1/05/2020,R3,Vehicles,Belgium,734
1/05/2020,R3,Vehicles,Spain,147
1/05/2020,R3,Vehicles,United Kingdom,"3,004"
1/05/2020,R5,Amortization,USA,"206,341"
1/05/2020,R5,CAPEX,USA,"54,394"
1/05/2020,R5,Depreciation,USA,"35,840"
1/05/2020,R5,Employee Performance,USA,"2,267"
1/05/2020,R5,External Labor,Puerto Rico,"21,282"
1/05/2020,R5,External Labor,USA,"311,198"
1/05/2020,R5,Hardware,USA,192
1/05/2020,R5,Hardware Maintenance,Puerto Rico,99
1/05/2020,R5,Internal Labor,Puerto Rico,"8,283"
1/05/2020,R5,Internal Labor,USA,"261,805"
1/05/2020,R5,Other,Puerto Rico,102
1/05/2020,R5,Other,USA,"3,155"
1/05/2020,R5,Recognition,USA,81
1/05/2020,R5,Software,USA,"3,396"
1/05/2020,R5,Software Maintenance,USA,"226,666"
1/05/2020,R5,Supplies,Puerto Rico,301
1/05/2020,R5,Supplies,USA,381
1/05/2020,R5,Taxes,USA,"3,003"
1/05/2020,R5,Telecomm,Puerto Rico,72
1/05/2020,R5,Training,USA,"7,172"
1/05/2020,R5,Travel,Puerto Rico,72
1/05/2020,R5,Travel,USA,"3,844"
1/05/2020,R5,Vehicles,Puerto Rico,249
1/05/2020,Security & Risk Management,Employee Performance,USA,105
1/05/2020,Security & Risk Management,External Labor,USA,18
1/05/2020,Security & Risk Management,Hardware,USA,881
1/05/2020,Security & Risk Management,Internal Labor,USA,"55,467"
1/05/2020,Security & Risk Management,Other,USA,45
1/05/2020,Security & Risk Management,Software,USA,33
1/05/2020,Security & Risk Management,Supplies,USA,108
1/05/2020,Security & Risk Management,Taxes,USA,22
1/05/2020,Security & Risk Management,Training,USA,"2,326"
1/05/2020,Security & Risk Management,Travel,USA,"3,703"
1/05/2020,Six Sigma,Employee Performance,USA,1
1/05/2020,Six Sigma,External Labor,USA,42
1/05/2020,Six Sigma,Internal Labor,USA,"29,102"
1/05/2020,Six Sigma,Moving,USA,567
1/05/2020,Six Sigma,Travel,USA,69
1/05/2020,SSO,Amortization,USA,316
1/05/2020,SSO,Depreciation,USA,"2,272"
1/05/2020,SSO,Employee Performance,USA,475
1/05/2020,SSO,External Labor,USA,"99,304"
1/05/2020,SSO,Hardware,USA,48
1/05/2020,SSO,Internal Labor,USA,"72,939"
1/05/2020,SSO,Software,USA,"16,066"
1/05/2020,SSO,Software Maintenance,USA,"21,868"
1/05/2020,SSO,Taxes,USA,52
1/05/2020,SSO,Training,USA,911
1/05/2020,SSO,Travel,USA,299
1/05/2020,Vendor Management,Depreciation,USA,117
1/05/2020,Vendor Management,Employee Performance,USA,53
1/05/2020,Vendor Management,External Labor,USA,"163,031"
1/05/2020,Vendor Management,Hardware,USA,93
1/05/2020,Vendor Management,Internal Labor,USA,"145,101"
1/05/2020,Vendor Management,Other,USA,288
1/05/2020,Vendor Management,Supplies,USA,47
1/05/2020,Vendor Management,Taxes,USA,15
1/05/2020,Vendor Management,Training,USA,811
1/05/2020,Vendor Management,Travel,USA,"1,905"
